LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
c $1-2 million,UNIVERSAL CONSULTING CORPORATION,6470 S. PROCYON AVE SUITE A,LAS VEGAS,NV,89118,238110,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-03
c $1-2 million,VALLEY GREEN LANDSCAPE INC,3125 S. HOLLYWOOD BLVD,LAS VEGAS,NV,89122,561730,Corporation,Unanswered,Unanswered,Unanswered,,0,05/08/2020,"Wells Fargo Bank, National Association",NV-03
c $1-2 million,VANGUARD INTEGRITY PROFESSIONALS NV,6625 S EASTERN AVE,LAS VEGAS,NV,89119,541511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,80,04/10/2020,Idaho First Bank,NV-01
c $1-2 million,VEGAS VENTURE 1 LLC,3570 S Las Vegas Blvd,LAS VEGAS,NV,89109,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,170,04/07/2020,City National Bank of Florida,NV-01
c $1-2 million,"VEGAS.COM, LLC",7150 S Tenaya Way,LAS VEGAS,NV,89113,561599,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,119,05/27/2020,"Bank of America, National Association",NV-03
c $1-2 million,VILLAGE PUB INC,4178 KOVAL LN,LAS VEGAS,NV,89109,722511,Subchapter S Corporation,Unanswered,Male Owned,Veteran,,248,04/28/2020,Town & Country Bank,NV-01
c $1-2 million,VISION SIGNS INC,6630 Arroyo Spring st #600,LAS VEGAS,NV,89113,339950,Corporation,Unanswered,Unanswered,Unanswered,,91,04/09/2020,Lexicon Bank,NV-03
c $1-2 million,VT CONSTRUCTION INC,4750 Copper Sage St,LAS VEGAS,NV,89115,237990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,86,04/16/2020,"Zions Bank, A Division of",NV-01
c $1-2 million,VT TRUCKING LLC,4750 COPPER SAGE ST,LAS VEGAS,NV,89115,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,83,04/14/2020,Valley Bank of Nevada,NV-01
c $1-2 million,VTN NEVADA,2727 S. RAINBOW BLVD,LAS VEGAS,NV,89146,541330,Corporation,Unanswered,Unanswered,Unanswered,,63,04/10/2020,Bank of George,NV-01
c $1-2 million,"VURSOL, LLC",7440 POPPY HILLS CT,LAS VEGAS,NV,89113,541519,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,39,05/20/2020,"Bank of America, National Association",NV-03
c $1-2 million,WA RICHARDSON BUILDERS LLC,395 E Sunset Rd,Las Vegas,NV,89119,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,83,05/03/2020,"Bank of America, National Association",NV-01
c $1-2 million,WENDOVER NUGGET OPERATOR,2026 Montessouri St.,LAS VEGAS,NV,89147,713210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,344,04/27/2020,Lexicon Bank,NV-03
c $1-2 million,WERDCO BC INC,4660 Flippin St,Las Vegas,NV,89115,484110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,82,04/27/2020,Clark County CU,NV-01
c $1-2 million,WESTERN CAB COMPANY,4195 WEST DIABLO DR,LAS VEGAS,NV,89118,485310,Corporation,White,Female Owned,Non-Veteran,,120,04/28/2020,City National Bank,NV-03
c $1-2 million,WESTERN CASEWORK CORPORATION,2720 E. LONE MOUNTAIN RD,NORTH LAS VEGAS,NV,89081,238390,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,50,04/07/2020,Town & Country Bank,NV-04
c $1-2 million,"WILLIAM NEAL EVANS, MD, LTD",3006 S. MARYLAND PKWY,LAS VEGAS,NV,89109,621111,Corporation,Unanswered,Unanswered,Unanswered,,124,04/05/2020,City National Bank,NV-01
c $1-2 million,WVC,2425 E OQUENDO RD,LAS VEGAS,NV,89120,813920,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,60,04/14/2020,Western Alliance Bank,NV-03
c $1-2 million,XL LANDSCAPE DEVELOPMENT LLC,4460 RIVIERA RIDGE AVENUE,LAS VEGAS,NV,89115,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,202,04/14/2020,Bank of the West,NV-01
c $1-2 million,"YEE ADVANCED ORTHOPEDICS & SPORTS MEDICINE, P.C.",7195 ADVANCED WAY,LAS VEGAS,NV,89113,621111,Corporation,Unanswered,Male Owned,Non-Veteran,,107,04/28/2020,Western Alliance Bank,NV-03
c $1-2 million,Z CASINO BLACK HAWK OPERATOR,2026 Montessouri St.,LAS VEGAS,NV,89147,713210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,114,04/27/2020,Lexicon Bank,NV-03
c $1-2 million,ZUMA LAS VEGAS LLC,"3798 Las Vegas Blvd. S, 3rd Floor",LAS VEGAS,NV,89109,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,95,04/27/2020,Signature Bank,NV-01
"d $350,000-1 million",15743 AMAUM,2026 Montessouri St.,LAS VEGAS,NV,89147,713210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/27/2020,Lexicon Bank,NV-03
"d $350,000-1 million","2233 PARADISE ROAD, LLC",101 Convention Center Drive Suite 700,Las Vegas,NV,89109,522390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/02/2020,Evolve Bank & Trust,NV-01
"d $350,000-1 million","300 WEST SAHARA, LLC",300 W SAHARA AVE,LAS VEGAS,NV,89102,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,53,04/15/2020,Western Alliance Bank,NV-01
"d $350,000-1 million","310, LLC",4270 DECATUR BLVD Suite B8-9,LAS VEGAS,NV,89103,454110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,70,04/29/2020,CommerceWest Bank,NV-01
"d $350,000-1 million","4R4 SONS, LLC",11350 SOUTHERN HIGHLANDS PKWY,LAS VEGAS,NV,89141,624410,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,165,04/10/2020,Meadows Bank,NV-03
"d $350,000-1 million",60EAST TECHNOLOGIES INC,10620 SOUTHERN HIGHLANDS PKWY STE 110-385,LAS VEGAS,NV,89141,334613,Corporation,Unanswered,Unanswered,Unanswered,,17,05/03/2020,"Bank of America, National Association",NV-03
"d $350,000-1 million","A AFFORDABLE STRIPING &AMP; SEALING, LLC","4440 E Alexander Rd, Ste A",Las Vegas,NV,89115,238390,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,47,04/28/2020,"Harvest Small Business Finance, LLC",NV-01
"d $350,000-1 million",A BETTER WAY HOME CARE LLC,6725 S EASTERN AVE,LAS VEGAS,NV,89119,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,134,04/30/2020,Idaho First Bank,NV-01
"d $350,000-1 million",A HELPING HAND HOME HEALTH CARE INC.,8670 CHEYENNE AVE W,LAS VEGAS,NV,89129,621610,Corporation,Unanswered,Unanswered,Unanswered,,137,05/03/2020,"U.S. Bank, National Association",NV-04
"d $350,000-1 million",A RECYCLING SOLUTION LLC,2711 Rimbey St.,LAS VEGAS,NV,89115,562998,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/08/2020,Lexicon Bank,NV-01
"d $350,000-1 million","A&J CONCRETE, INC.",4580 Polaris Ave.,Las Vegas,NV,89103,238110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,35,04/28/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million",A-1 SANDBLASTING INC DBA A-1 MASONRY & SANDBLASTING,5675 Wynn Road,Las Vegas,NV,89118,238140,Corporation,Unanswered,Unanswered,Unanswered,,28,04/28/2020,"OneWest Bank, A Division of",NV-03
"d $350,000-1 million",A1 COLLISION SPECIALIST LLC,5720 W SAHARA AVE,LAS VEGAS,NV,89146,811121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,08/08/2020,Greater Nevada CU,NV-01
"d $350,000-1 million","AARGON AGENCY, INC.",8668 SPRING MOUNTAIN RD,LAS VEGAS,NV,89117,561440,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,66,04/15/2020,St. Louis Bank,NV-03
"d $350,000-1 million","ABBEY DENTAL DRAKE, PLLC",4408 S Eastern Ave,Las Vegas,NV,89119,621210,Corporation,Unanswered,Unanswered,Unanswered,,35,05/01/2020,Customers Bank,NV-01
"d $350,000-1 million","ABC AUTOMOTIVE INVESTMENTS II, INC.",6200 CENTENNIAL CENTER BLVD,LAS VEGAS,NV,89149,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,79,04/13/2020,Comerica Bank,NV-04
"d $350,000-1 million",ABLE ELECTRIC COMPANY LLC,4985 CECILE AVE STE 500,LAS VEGAS,NV,89115,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,60,04/09/2020,Western Alliance Bank,NV-01
"d $350,000-1 million","ABRAHAM LIMO SERVICE, INC.",4740 S. VALLEY VIEW BLVD.,LAS VEGAS,NV,89103,485320,Corporation,Unanswered,Unanswered,Unanswered,,74,04/29/2020,Western Alliance Bank,NV-01
"d $350,000-1 million","ABSOLUTE CLOSETS AND CABINETRY, LLC",6754 Spencer St,LAS VEGAS,NV,89119,337212,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,55,04/07/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million","ABSOLUTE HOME CARE, INC.",2860 E FLAMINGO RD,LAS VEGAS,NV,89121,621610,Corporation,Unanswered,Male Owned,Non-Veteran,,245,04/11/2020,Idaho First Bank,NV-01
"d $350,000-1 million","ABSOLUTE I & D, INC.",6000 S. EASTERN AVE SUITE 7C,LAS VEGAS,NV,89119,541330,Corporation,White,Male Owned,Non-Veteran,,8,04/07/2020,City National Bank,NV-01
"d $350,000-1 million","ABSOLUTE METALS, LLC",4145 SOBB AVE.,LAS VEGAS,NV,89118,332323,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/28/2020,Western Alliance Bank,NV-03
"d $350,000-1 million",ACADEMICA NEVADA LLC,6630 Surrey St,LAS VEGAS,NV,89119,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,53,04/14/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million","ACCESS HEALTH VENTURES, LLC",1701 W CHARLESTON BLVD STE 500,LAS VEGAS,NV,89102,561110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,04/29/2020,Western Alliance Bank,NV-01
"d $350,000-1 million","ACCURATE BUILDING MAINTENANCE, LLC",4435 SUNSET RD,LAS VEGAS,NV,89118,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,130,04/10/2020,Bank of George,NV-03
"d $350,000-1 million",ACECOMM INC,"179 WELLSPRING AVE,",LAS VEGAS,NV,89183,238210,Corporation,Unanswered,Unanswered,Unanswered,,0,04/28/2020,Navy FCU,NV-03
"d $350,000-1 million",ACOUSTIC DESIGN LLC,5955 W Wigwam Ave,LAS VEGAS,NV,89139,238210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,41,05/06/2020,"JPMorgan Chase Bank, National Association",NV-03
"d $350,000-1 million","ACR MECHANICAL, INC.",1820 WESTERN AVE,LAS VEGAS,NV,89102,238220,Corporation,Unanswered,Unanswered,Unanswered,,40,04/29/2020,Western Alliance Bank,NV-01
"d $350,000-1 million",ACTION VERB LLC,7135 BERMUDA RD,LAS VEGAS,NV,89119,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,05/28/2020,Northwest FCU,NV-01
"d $350,000-1 million",ACTIVCARTS LTD,7215 BERMUDA RD,LAS VEGAS,NV,89119,423910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
"d $350,000-1 million",ADAM S KUTNER PC,1137 S RANCHO DR STE 150A,LAS VEGAS,NV,89102,541110,Corporation,Unanswered,Unanswered,Unanswered,,52,05/03/2020,"Bank of America, National Association",NV-01
"d $350,000-1 million",ADAMIK ELECTRIC LLC,580 W CHEYENNE AVE STE 120,NORTH LAS VEGAS,NV,89030,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,05/03/2020,"Bank of America, National Association",NV-01
"d $350,000-1 million",ADAMS TILE AND PLASTER OF LAS VEGAS INC,4451 N Walnut Rd,N Las Vegas,NV,89081,236220,Corporation,Unanswered,Unanswered,Non-Veteran,,68,04/15/2020,First Republic Bank,NV-04
"d $350,000-1 million",ADVANCED AESTHETICS- THE MED SPA LLC,2150 S Rainbow Blvd,LAS VEGAS,NV,89146,621111,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,65,04/14/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million","ADVANCED HEART CARE ASSOCIATES - PLON, SPACCAVENTO & SHEHATA","4275 Burnham Ave, Suite #220",Las Vegas,NV,89119,621111,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,22,04/28/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million",ADVANCED PERSONAL CARE,8290 W SAHARA AVE STE 260,LAS VEGAS,NV,89117,623311,Corporation,Unanswered,Unanswered,Unanswered,,210,05/03/2020,"Bank of America, National Association",NV-03
"d $350,000-1 million","ADVANSTAFF, INC.",8925 W RUSSELL RD,LAS VEGAS,NV,89148,561330,Corporation,Unanswered,Unanswered,Unanswered,,55,04/06/2020,Meadows Bank,NV-03
"d $350,000-1 million",ADVANTAGE ELECTRIC LLC DBA ADVANTAGE SERVICES,4175 N RANCHO DR STE 130,LAS VEGAS,NV,89130,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,79,04/11/2020,"JPMorgan Chase Bank, National Association",NV-04
"d $350,000-1 million","ADVENT CLEANERS, LLC",3250 W ALI BABA LANE SUITE C,LAS VEGAS,NV,89118,812320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,183,04/13/2020,Pacific City Bank,NV-03
"d $350,000-1 million",ADVENT HOME HEALTH CARE AGENCY,700 E Silverado Ranch Blvd #150,LAS VEGAS,NV,89183,621610,Corporation,Unanswered,Unanswered,Unanswered,,48,05/03/2020,Fountainhead SBF LLC,NV-03
"d $350,000-1 million","AEWD, LLC","10300 W Charleston Blvd., #13-124",LAS VEGAS,NV,89135,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,47,04/28/2020,"U.S. Bank, National Association",NV-03
"d $350,000-1 million","AFFORDABLE CONCEPTS, INC",2975 W Lake Mead Blvd,NORTH LAS VEGAS,NV,89032,236220,Corporation,Unanswered,Unanswered,Unanswered,,37,04/13/2020,Western Alliance Bank,NV-04
"d $350,000-1 million",AFFORDABLE TREE SERVICE INC,1955 MIMOSA CIR,LAS VEGAS,NV,89123,561730,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,38,05/03/2020,"U.S. Bank, National Association",NV-03
"d $350,000-1 million",AG PRODUCTION SERVICES INC.,4660 BERG ST STE 130,NORTH LAS VEGAS,NV,89081,532490,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25,04/30/2020,"JPMorgan Chase Bank, National Association",NV-04
"d $350,000-1 million",AIR DESIGN SYSTEMS,4125 BELL DR W,LAS VEGAS,NV,89118,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,40,05/01/2020,"U.S. Bank, National Association",NV-03
"d $350,000-1 million",AIR PRO MASTER LLC,2139 INDUSTRIAL RD,LAS VEGAS,NV,89102,238220,Corporation,Unanswered,Male Owned,Non-Veteran,,50,05/03/2020,"Bank of America, National Association",NV-01
"d $350,000-1 million","ALARMCO, INC.",2007 LAS VEGAS BLVD S,LAS VEGAS,NV,89104,561621,Corporation,White,Male Owned,Veteran,,110,04/10/2020,City National Bank,NV-01
"d $350,000-1 million","ALDERWOOD RESORT MANAGEMENT, LLC",235 E WARM SPRINGS RD STE 107,LAS VEGAS,NV,89119,721110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,118,04/07/2020,Western Alliance Bank,NV-01
"d $350,000-1 million","ALDERWOOD-COLORADO, LLC",235 WARM SPRINGS RD STE 107,LAS VEGAS,NV,89119,721110,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,64,04/06/2020,Western Alliance Bank,NV-01
"d $350,000-1 million",ALI STAFFING SOLUTIONS INC.,"6955 N Durango Dr, Suite 1115-386",LAS VEGAS,NV,89149,561311,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,50,04/09/2020,"JPMorgan Chase Bank, National Association",NV-04
"d $350,000-1 million",ALL AMERICAN REPAIR SERVICES INC,5606 S. EASTERN AVE,LAS VEGAS,NV,89119,811490,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,04/07/2020,Town & Country Bank,NV-01
"d $350,000-1 million",ALL CITY ENTERPRISES INC,3446 W HACIENDA AVE,LAS VEGAS,NV,89118,811111,Corporation,Unanswered,Male Owned,Non-Veteran,,40,04/29/2020,"Bank of America, National Association",NV-03
"d $350,000-1 million","ALLEGIANT INSTITUTE,  INC.",7140SMOKE RANCH RD,LAS VEGAS,NV,89128,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,65,04/28/2020,Meadows Bank,NV-01
"d $350,000-1 million",ALLIED BUILDING MATERIALS,4745 MITCHELL ST,NORTH LAS VEGAS,NV,89081,327331,Corporation,Unanswered,Unanswered,Unanswered,,42,04/06/2020,Western Alliance Bank,NV-04
"d $350,000-1 million",ALLPRO SERVICES LLC,3674 RANCHO DR N,LAS VEGAS,NV,89130,238320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,06/11/2020,"U.S. Bank, National Association",NV-04
"d $350,000-1 million","AMAYA ROOFING & WATERPROOFING, INC.",730 West Cheyenne Ave,NORTH LAS VEGAS,NV,89032,238160,Corporation,Unanswered,Male Owned,Unanswered,,55,04/30/2020,BBVA USA,NV-04
"d $350,000-1 million","AMERICAN BARBELL, LLC",2695 N LAMB BLVD STE 120,LAS VEGAS,NV,89115,339920,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,48,04/16/2020,"JPMorgan Chase Bank, National Association",NV-01
"d $350,000-1 million","AMERICAN DOOR INSTALLATION, LP",209 MAYFLOWER AVE,NORTH LAS VEGAS,NV,89030,238290,Partnership,Unanswered,Unanswered,Unanswered,,20,04/08/2020,Lone Star State Bank of West Texas,NV-01
"d $350,000-1 million","AMERICAN EAGLE TRANSPORTATION, LLC",120 W Delhi Avenue,North Las Vegas,NV,89032,484220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,47,04/28/2020,"Zions Bank, A Division of",NV-04
"d $350,000-1 million",AMERICAN VETERAN SOLUTIONS INC.,10501 W Gowan Rd Suite 215,LAS VEGAS,NV,89129,488190,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,04/28/2020,FinWise Bank,NV-04
"d $350,000-1 million","AMVET TECHNOLOGIES,  LLC",7634 Noche Oscura Circle,Las Vegas,NV,89139,541512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,04/28/2020,"Fulton Bank, National Association",NV-03
"d $350,000-1 million",ANAYA CHEYENNE INC,2325 E Cheyenne Ave,NORTH LAS VEGAS,NV,89030,445110,Subchapter S Corporation,Hispanic,Male Owned,Non-Veteran,,91,04/14/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million",ANAYA ENTERPRISES,4151 S Eastern ave,Las Vegas,NV,89119,445110,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,75,04/28/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million",ANAYA JONES INC,268 N Jones Blvd,LAS VEGAS,NV,89107,445110,Subchapter S Corporation,Hispanic,Male Owned,Non-Veteran,,86,04/15/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million",ANDERSEN HOERAM & EXCAVATION LLC.,8870 S MARYLAND PARKWAY SUITE 100,LAS VEGAS,NV,89123,238910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,04/28/2020,Western Alliance Bank,NV-03
"d $350,000-1 million",ANDY RUSSO JR INC,3555 OQUENDO RD W,LAS VEGAS,NV,89118,423330,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,25,05/12/2020,"U.S. Bank, National Association",NV-03
"d $350,000-1 million",ANGENETH MINGOY,7251 W LAKE MEAD BLVD STE 300,LAS VEGAS,NV,89128,561920,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,08/05/2020,Greater Nevada CU,NV-01
"d $350,000-1 million","ANIS ABI-KARAM, LTD.",2740 S. JONES BLVD,LAS VEGAS,NV,89146,621111,Corporation,Unanswered,Unanswered,Unanswered,,54,04/28/2020,Western Alliance Bank,NV-01
"d $350,000-1 million","ANSON, EDWARDS, HIGGINS, AND SILVER PLASTIC SURGERY ASSOCIAT","8530 West Sunset Road,Suite 130",Las Vegas,NV,89113,621493,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,28,04/10/2020,"Readycap Lending, LLC",NV-03
"d $350,000-1 million","ANYTIME PLUMBING, INC.",4690 W. Post Road #130,Las Vegas,NV,89118,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,38,04/28/2020,"Zions Bank, A Division of",NV-03
"d $350,000-1 million",APPLICATIONS INTERNATIONAL CORPORATION,8337 West Sunset Road Suite 200,LAS VEGAS,NV,89113,541511,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,45,05/02/2020,"JPMorgan Chase Bank, National Association",NV-03
"d $350,000-1 million",ARELNI LLC,101 CONVENTION CENTER DR #1003,LAS VEGAS,NV,89109,453220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,97,04/15/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million","ARSENAL, INC.",4395 W POST RD Unit 100,LAS VEGAS,NV,89118,332999,Corporation,White,Male Owned,Non-Veteran,,31,04/10/2020,City National Bank,NV-03
"d $350,000-1 million",ARTIFICIAL INTELLIGENCE FOUNDATION,"6795 Edmond Street,  Suite 110",Las Vegas,NV,89118,541511,Corporation,Unanswered,Unanswered,Unanswered,,59,05/21/2020,"Zions Bank, A Division of",NV-03
"d $350,000-1 million",ASCENT MULTIFAMILY LLC,6655 S Eastern Ave Ste 200,LAS VEGAS,NV,89119,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35,04/28/2020,"U.S. Bank, National Association",NV-01
"d $350,000-1 million","ASSURED DOCUMENT DESTRUCTION, INC.",8050 Arville Street,LAS VEGAS,NV,89139,561110,Corporation,White,Female Owned,Non-Veteran,,49,04/09/2020,"Zions Bank, A Division of",NV-03
"d $350,000-1 million","AVANTI GLASS AND MIRROR, LLC",5380 PROCYON ST,LAS VEGAS,NV,89118,238150,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,27,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
"d $350,000-1 million",AVENIR MEMORY CARE @ SUMMERLIN LP,7395 Smoke Ranch Rd,LAS VEGAS,NV,89128,622110,Partnership,Unanswered,Unanswered,Unanswered,,,04/28/2020,Great Western Bank,NV-01
"d $350,000-1 million","AXLE BGLV, INC.",6501 Centennial Center Blvd 0.0,Las Vegas,NV,89149,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,56,04/09/2020,"JPMorgan Chase Bank, National Association",NV-04
"d $350,000-1 million","AXLE MLV, INC.",6525 Centennial Center Blvd. 0.0,Las Vegas,NV,89149,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,42,04/13/2020,"JPMorgan Chase Bank, National Association",NV-04
"d $350,000-1 million",AYALA'S INC.,4149 WAGON TRAIL AVE,LAS VEGAS,NV,89118,453220,Corporation,Hispanic,Male Owned,Unanswered,,61,04/07/2020,Meadows Bank,NV-03
"d $350,000-1 million",AZTEC MOTORS LLC,2711 E Sahara Ave.,LAS VEGAS,NV,89104,441120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33,04/14/2020,"Zions Bank, A Division of",NV-01
"d $350,000-1 million",AZTECH IMSPECTIONS AND TESTING LLC,4700 COPPER SAGE ST,LAS VEGAS,NV,89115,541990,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,20,04/15/2020,Valley Bank of Nevada,NV-01
"d $350,000-1 million",AZTECH MATERIALS TESTING INC,4700 COPPER SAGE ST,LAS VEGAS,NV,89115,541990,Corporation,Unanswered,Male Owned,Unanswered,,26,04/14/2020,Valley Bank of Nevada,NV-01
"d $350,000-1 million","AZURE AUTO II, LLC",7500 W. Azure Dr.,LAS VEGAS,NV,89130,441120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/07/2020,Lexicon Bank,NV-04
